,Client,Product Code,Description,May-17,Apr-17,Mar-17,Feb-17,Jan-17,Dec-16,Nov-16,Oct-16,Sep-16,Aug-16,Jul-16,Jun-16,Total Out,Avg/Wk,Current SOH,Weeks Cover,Forecasted Values:
178,P2C,LAY-AG-XL,Layered Tees - Without print - Army Green XL (EACH),1,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,3
179,P2C,LAY-BLA-L,Layered Tees - Without print - Black L (EACH),18,4,1,0,0,0,0,0,0,0,0,0,23,0.4,0,0,0
180,P2C,LAY-BLA-M,Layered Tees - Without print - Black M (EACH),9,3,0,0,0,0,0,0,0,0,0,0,12,0.2,0,0,27
181,P2C,LAY-BLA-XL,Layered Tees - Without print - Black XL (EACH),0,2,1,0,0,0,0,0,0,0,0,0,3,0.1,0,0,15
182,P2C,LAY-BLA-XXL,Layered Tees - Without print - Black XXL (EACH),4,1,0,0,0,0,0,0,0,0,0,0,5,0.1,0,0,12
183,P2C,LAY-DGRA-L,Layered Tees - Without print - Charrcoal L (EACH),10,3,0,0,0,0,0,0,0,0,0,0,13,0.3,0,0,0
184,P2C,LAY-DGRA-M,Layered Tees - Without print - Charrcoal M (EACH),6,3,0,0,0,0,0,0,0,0,0,0,9,0.2,0,0,18
185,P2C,LAY-DGRA-XL,Layered Tees - Without print - Charrcoal XL (EACH),10,2,1,0,0,0,0,0,0,0,0,0,13,0.3,0,0,0
186,P2C,LAY-DGRA-XXL,Layered Tees - Without print - Charrcoal XXL (EACH),3,1,0,0,0,0,0,0,0,0,0,0,4,0.1,0,0,9
187,P2C,LEATH-P-L,Leather Patch Tee -  Size L (EACH),0,0,7,0,4,4,3,1,6,1,2,2,30,0.6,0,0,12
188,P2C,LEATH-P-M,Leather Patch Tee -  Size M (EACH),2,3,2,1,0,2,3,4,3,1,1,6,28,0.5,0,0,6
189,P2C,LEATH-P-S,Leather Patch Tee -  Size S (EACH),0,0,0,0,1,0,0,1,1,1,0,1,5,0.1,0,0,15
190,P2C,LEATH-P-XL,Leather Patch Tee -  Size XL (EACH),0,0,7,1,1,2,2,1,5,2,4,1,26,0.5,0,0,6
191,P2C,LONG-BLA-L,Long Black Tee -  Size L (EACH),0,0,0,0,0,1,8,8,7,7,6,7,44,0.8,0,0,3
192,P2C,LONG-BLA-M,Long Black Tee -  Size M (EACH),0,1,2,4,6,11,3,4,0,3,4,6,44,0.8,0,0,11
193,P2C,LONG-BLA-S,Long Black Tee -  Size S (EACH),0,0,0,0,0,0,0,0,0,0,3,1,4,0.1,0,0,15
194,P2C,LONG-BLA-XL,Long Black Tee -  Size XL (EACH),0,0,0,0,2,4,4,8,7,5,6,6,42,0.8,0,0,12
195,P2C,LONG-BLA-XXL,Long Black Tee -  Size XXL (EACH),0,0,0,0,0,0,0,0,9,3,8,2,22,0.4,0,0,15
196,P2C,LONG-WHI-L,Long White Tee -  Size L (EACH),0,0,2,2,9,9,3,5,8,4,2,7,51,1.0,0,0,27
197,P2C,LONG-WHI-M,Long White Tee -  Size M (EACH),5,7,5,2,5,5,4,5,1,3,0,5,47,0.9,2,2.2,15
198,P2C,LONG-WHI-S,Long White Tee -  Size S (EACH),0,0,0,0,0,1,1,0,0,1,0,1,4,0.1,1,13.0,0
199,P2C,LONG-WHI-XL,Long White Tee -  Size XL (EACH),0,1,3,1,4,8,3,6,3,2,2,2,35,0.7,0,0,24
200,P2C,LONG-WHI-XXL,Long White Tee -  Size XXL (EACH),0,0,0,0,0,0,0,3,5,0,2,3,13,0.3,0,0,15
201,P2C,LS-SFTN-BLA-L,L/S STFN Logo Shirt Black Size L (EACH),0,0,0,2,8,0,3,2,2,2,7,6,32,0.6,0,0,15
202,P2C,LS-SFTN-BLA-M,L/S STFN Logo Shirt Black Size M (EACH),4,0,0,9,1,1,0,0,0,1,7,3,26,0.5,9,18.0,6
203,P2C,LS-SFTN-BLA-XL,L/S STFN Logo Shirt Black Size XL (EACH),0,1,0,6,4,1,2,1,0,2,4,7,28,0.5,0,0,3
204,P2C,LS-SFTN-BLA-XXL,L/S STFN Logo Shirt Black Size XXL (EACH),0,0,0,0,0,0,0,0,3,3,4,0,10,0.2,0,0,15
205,P2C,LS-SFTN-WHI-L,L/S STFN Logo Shirt White Size L (EACH),0,1,4,0,0,2,0,0,2,1,4,4,18,0.3,0,0,6
206,P2C,LS-SFTN-WHI-M,L/S STFN Logo Shirt White Size M (EACH),1,1,4,2,0,5,0,0,2,1,3,5,24,0.5,1,2.2,9
207,P2C,LS-SFTN-WHI-XL,L/S STFN Logo Shirt White Size XL (EACH),0,0,0,0,0,0,0,0,0,0,3,2,5,0.1,0,0,15
208,P2C,LS-SK-B-L,L/S Skullknife - Black Size LAR (EACH),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15
209,P2C,LS-SK-B-M,L/S Skullknife - Black Size MED (EACH),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15
210,P2C,LS-SK-B-S,L/S Skullknife - Black Size SMA (EACH),0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,15
211,P2C,LS-SK-B-XL,L/S Skullknife - Black Size XL (EACH),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15
212,P2C,LS-SK-B-XXL,L/S Skullknife - Black Size XXL (EACH),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15
213,P2C,LS-WAVE-BLA-L,L/S Mavy Shirt Black Size L (EACH),0,0,0,0,1,17,15,3,3,8,4,6,57,1.1,0,0,17
214,P2C,LS-WAVE-BLA-M,L/S Mavy Shirt Black Size M (EACH),3,2,2,1,6,6,5,3,0,6,4,6,44,0.8,10,11.8,6
215,P2C,LS-WAVE-BLA-XL,L/S Mavy Shirt Black Size XL (EACH),0,0,0,0,0,10,6,5,2,0,2,7,32,0.6,0,0,10
216,P2C,LS-WAVE-BLA-XXL,L/S Mavy Shirt Black Size XXL (EACH),0,0,0,0,0,2,3,0,0,0,5,0,10,0.2,0,0,6
217,P2C,P2C-CDC,P2C Cross Dock (EACH),15,0,0,0,0,7,0,0,13,4,6,1,46,0.9,0,0,7
218,P2C,SCOOP-BLA-L,Tall Tee - Scoop Neck with Pocket - Black Size L (Each),0,1,3,10,8,22,0,0,0,0,3,8,55,1.1,0,0,22
219,P2C,SCOOP-BLA-M,Tall Tee - Scoop Neck with Pocket - Black Size M (Each),3,9,5,8,7,8,0,0,0,0,5,4,49,0.9,1,1.1,15
220,P2C,SCOOP-BLA-S,Tall Tee - Scoop Neck with Pocket - Black Size S (Each),0,1,0,0,0,0,0,0,1,4,1,1,8,0.2,0,0,15
221,P2C,SCOOP-BLA-XL,Tall Tee - Scoop Neck with Pocket - Black Size XL (Each),0,4,14,10,7,12,0,0,0,0,0,0,47,0.9,0,0,12
222,P2C,SCOOP-BLA-XXL,Tall Tee - Scoop Neck With Pocket - Black Size XXL (Each),0,0,5,7,18,14,0,0,0,0,0,0,44,0.8,0,0,14
223,P2C,SCOOP-GRA-L,Tall Tee - Scoop Neck with Pocket - Grey Size L (Each),0,0,22,8,3,8,0,0,0,0,0,0,41,0.8,0,0,24
224,P2C,SCOOP-GRA-M,Tall Tee - Scoop Neck with Pocket - Grey Size M (Each),0,7,17,10,4,5,0,0,0,0,0,0,43,0.8,0,0,15
225,P2C,SCOOP-GRA-S,Tall Tee - Scoop Neck with Pocket - Grey Size S (Each),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15
226,P2C,SCOOP-GRA-XL,Tall Tee - Scoop Neck with Pocket - Grey Size XL (Each),1,0,19,12,4,5,0,0,0,0,0,0,41,0.8,0,0,9
227,P2C,SCOOP-GRA-XXL,Tall Tee - Scoop Neck With Pocket - Grey Size XXL (Each),0,0,0,6,9,7,0,0,0,0,0,0,22,0.4,0,0,21
228,P2C,SCOOP-MAR-L,Tall Tee - Scoop Neck With Pocket - Maroon Size L (Each),0,0,0,0,0,6,2,1,3,7,8,12,39,0.8,0,0,18
229,P2C,SCOOP-MAR-M,Tall Tee - Scoop Neck With Pocket - Maroon Size M (Each),0,0,0,0,0,0,0,0,0,5,5,10,20,0.4,0,0,15
230,P2C,SCOOP-MAR-S,Tall Tee - Scoop Neck With Pocket - Maroon Size S (Each),0,0,0,1,0,1,1,0,0,3,4,1,11,0.2,0,0,3
231,P2C,SCOOP-MAR-XL,Tall Tee - Scoop Neck With Pocket - Maroon Size XL (Each),0,0,0,0,1,0,0,2,2,2,3,1,11,0.2,0,0,15
232,P2C,SCOOP-MAR-XXL,Tall Tee - Scoop Neck With Pocket - Maroon Size XXL (Each),0,0,0,0,0,0,0,1,1,0,0,1,3,0.1,0,0,15
233,P2C,SCOOP-NAV-L,Tall Tee - Scoop Neck with Pocket - Navy Size L  (Each),0,0,0,3,4,6,0,1,1,2,4,11,32,0.6,0,0,18
234,P2C,SCOOP-NAV-M,Tall Tee - Scoop Neck with Pocket - Navy Size M (Each),0,0,0,0,1,5,0,0,0,1,4,7,18,0.3,1,2.9,6
235,P2C,SCOOP-NAV-S,Tall Tee - Scoop Neck with Pocket - Navy Size S (Each),2,0,1,0,0,2,0,0,0,2,2,1,10,0.2,0,0,6
236,P2C,SCOOP-NAV-XL,Tall Tee - Scoop Neck with Pocket - Navy Size Xl  (Each),0,0,0,0,0,0,0,1,5,1,5,3,15,0.3,0,0,15
237,P2C,SCOOP-NAV-XXL,Tall Tee - Scoop Neck with Pocket - Navy Size Xxl (Each),0,0,0,0,0,0,1,0,1,0,0,0,2,0.0,0,0,15
238,P2C,SCOOP-WHI-L,Tall Tee - Scoop Neck with Pocket - White Size L (Each),0,4,9,7,5,17,0,0,0,0,0,10,52,1.0,0,0,17
239,P2C,SCOOP-WHI-M,Tall Tee - Scoop Neck with Pocket - White Size M (Each),0,6,8,7,11,9,0,0,0,0,0,0,41,0.8,1,1.3,12
240,P2C,SCOOP-WHI-S,Tall Tee - Scoop Neck with Pocket - White Size S (Each),1,0,1,0,0,0,0,0,2,5,2,1,12,0.2,0,0,3
241,P2C,SCOOP-WHI-XL,Tall Tee - Scoop Neck with Pocket - White Size XL (Each),0,0,3,5,5,10,0,0,0,0,0,8,31,0.6,0,0,10
242,P2C,SCOOP-WHI-XXL,Tall Tee - Scoop Neck With Pocket - White Size XXL (Each),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15
243,P2C,SCRATCH-M,Scratch Logo Tee -  Size M (EACH),0,3,5,7,3,0,0,0,0,3,1,3,25,0.5,0,0,15
244,P2C,SNAPBACK-MAR,Snapback - Charcoal & Burgundy (Each),2,2,8,5,1,6,6,0,1,6,10,6,53,1.0,0,0,12
245,P2C,SNPBCK-GIR-UNDER,Snapback - AntiBrass Badge (Each),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15
246,P2C,STICKER-SMALL,P2C Small sticker (Each),0,0,0,0,0,0,0,0,0,46,417,461,924,17.8,0,0,15
247,P2C,STONEWASH-L,Stonewash - Size L (Each),0,6,155,6,0,0,0,0,0,0,0,0,167,3.2,0,0,15
248,P2C,STRIPE-HALF-L,Stripe Half Sleeve Size L (EACH),10,3,6,26,10,5,6,4,2,1,4,4,81,1.6,0,0,5
249,P2C,STRIPE-HALF-M,Stripe Half Sleeve Size M (EACH),2,3,5,15,3,3,2,4,0,1,4,7,49,0.9,13,13.8,3
250,P2C,STRIPE-HALF-S,Stripe Half Sleeve Size S (EACH),0,0,0,4,3,1,1,1,0,0,0,0,10,0.2,1,5.2,0
251,P2C,STRIPE-HALF-XL,Stripe Half Sleeve Size XL (EACH),0,0,3,12,11,3,3,1,0,0,3,4,40,0.8,0,0,9
252,P2C,STRIPE-HALF-XXL,Stripe Half Sleeve Size XxL (EACH),0,0,0,0,0,0,0,0,0,5,3,2,10,0.2,0,0,15
253,P2C,STRIPE-LONG-L,Stripe Long Sleeve Size L (EACH),11,1,4,2,0,3,3,0,0,2,4,4,34,0.7,0,0,3
254,P2C,STRIPE-LONG-M,Stripe Long Sleeve Size M (EACH),4,2,1,0,1,0,0,0,0,1,4,5,18,0.3,10,28.9,0
255,P2C,STRIPE-LONG-S,Stripe Long Sleeve Size S (EACH),0,0,0,0,0,0,2,1,0,0,1,1,5,0.1,0,0,15
256,P2C,STRIPE-LONG-XL,Stripe Long Sleeve Size XL (EACH),0,1,7,4,0,2,0,2,1,2,5,3,27,0.5,0,0,6
257,P2C,STRIPE-LONG-XXL,Stripe Long Sleeve Size XXL (EACH),0,0,0,0,0,0,0,0,0,0,4,2,6,0.1,0,0,15
258,P2C,SW499,Beer Bottle Poncho (EACH),4,1,3,1,0,6,14,0,6,2,6,1,44,0.8,25,29.5,6
259,P2C,TOK-BLA-L,Japanese - Black Size L  (EACH),12,2,7,4,5,7,18,0,0,0,0,0,55,1.1,4,3.8,7
260,P2C,TOK-BLA-M,Japanese - Black Size M (EACH),7,2,6,2,2,10,11,0,0,0,0,0,40,0.8,0,0,10
261,P2C,TOK-BLA-XL,Japanese - Black Size XL  (EACH),1,9,9,5,6,3,15,0,0,0,0,0,48,0.9,0,0,6
262,P2C,TOK-BLA-XXL,Japanese - Black Size XXL  (EACH),0,0,0,2,8,2,10,0,0,0,0,0,22,0.4,0,0,6
263,P2C,WIRE-CHA-L,Wire Frame Basic Tee L (EACH),0,0,1,15,4,1,2,0,0,0,0,0,23,0.4,0,0,3
264,P2C,WMENSHAWLBLUE,Womens Shawl - Blue  (EACH),0,1,0,0,0,0,1,0,1,1,0,1,5,0.1,0,0,15
265,P2C,WMENSHAWLDBLUE,Womens Shawl - Dark Blue  (EACH),0,1,0,1,0,0,0,0,0,0,0,0,2,0.0,0,0,15
266,P2C,WMENSHAWLRED,Womens Shawl - Red (EACH),0,1,0,0,0,0,0,1,0,0,0,0,2,0.0,0,0,15
267,P2C,WMENSHAWLVIOLET,Womens Shawl - Violet  (EACH),0,2,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,15
268,P2C,WOOD-SUN,Wood - Sunglasses (EACH),43,47,43,42,58,117,50,0,0,0,0,0,400,7.7,0,0,240
269,P2C,WS-HOOD-BLA-XXL,Hoodie - Blank Black Xxl (EACH),3,0,0,0,0,0,0,0,0,0,0,0,3,0.1,75,"1,300.0",0
270,P2C,WS-HOOD-GRA-XXL,Hoodie - Blank Grey Marle Xxl (EACH),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,38,,0
271,P2C,WS-HOOD-TAN-XXL,Hoodie - Blank Tan Xxl (EACH),3,0,0,0,0,0,0,0,0,0,0,0,3,0.1,6,104.0,3
272,P2C,WS-HOODIE-AG-L,Hoodie - Blank Army Green L (EACH),1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,41,"2,132.0",0
273,P2C,WS-HOODIE-AG-M,Hoodie - Blank Army Green M (EACH),1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30,"1,560.0",0
274,P2C,WS-HOODIE-AG-S,Hoodie - Blank Army Green S (EACH),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,,0
275,P2C,WS-HOODIE-AG-XL,Hoodie - Blank Army Green Xl (EACH),1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,"1,248.0",0
276,P2C,WS-HOODIE-AG-XXL,Hoodie - Blank Army Green Xxl (EACH),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,,0
277,P2C,WS-HOODIE-BLA-L,Hoodie - Blank Black L (EACH),13,0,0,0,0,0,0,0,0,0,0,0,13,0.3,74,296.0,0
278,P2C,WS-HOODIE-BLA-M,Hoodie - Blank Black M (EACH),7,0,0,0,0,0,0,0,0,0,0,0,7,0.1,42,312.0,0
279,P2C,WS-HOODIE-BLA-S,Hoodie - Blank Black S (EACH),5,0,0,0,0,0,0,0,0,0,0,0,5,0.1,13,135.2,0
280,P2C,WS-HOODIE-BLA-XL,Hoodie - Blank Black Xl (EACH),7,0,0,0,0,0,0,0,0,0,0,0,7,0.1,57,423.4,0
281,P2C,WS-HOODIE-GRA-L,Hoodie - Blank Grey Marle L (EACH),6,0,0,0,0,0,0,0,0,0,0,0,6,0.1,82,710.7,0
282,P2C,WS-HOODIE-GRA-M,Hoodie - Blank Grey Marle M (EACH),5,0,0,0,0,0,0,0,0,0,0,0,5,0.1,69,717.6,0
283,P2C,WS-HOODIE-GRA-S,Hoodie - Blank Grey Marle S (EACH),2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,14,364.0,0
284,P2C,WS-HOODIE-GRA-XL,Hoodie - Blank Grey Marle Xl (EACH),5,0,0,0,0,0,0,0,0,0,0,0,5,0.1,73,759.2,0
285,P2C,WS-HOODIE-MAR-L,Hoodie - Blank Mar L (EACH),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,,24
286,P2C,WS-HOODIE-TAN-L,Hoodie - Blank Tan L (EACH),15,0,0,0,0,0,0,0,0,0,0,0,15,0.3,15,52.0,0
287,P2C,WS-HOODIE-TAN-M,Hoodie - Blank Tan M (EACH),11,0,0,0,0,0,0,0,0,0,0,0,11,0.2,17,80.4,0
288,P2C,WS-HOODIE-TAN-S,Hoodie - Blank Tan S (EACH),8,0,0,0,0,0,0,0,0,0,0,0,8,0.2,1,6.5,12
289,P2C,WS-HOODIE-TAN-XL,Hoodie - Blank Tan Xl (EACH),11,0,0,0,0,0,0,0,0,0,0,0,11,0.2,5,23.6,0
