,Client,Product Code,Description,Jan-17,Dec-16,Nov-16,Oct-16,Sep-16,Aug-16,Jul-16,Jun-16,May-16,Apr-16,Mar-16,Feb-16,Total Out,Avg/Wk,Current SOH,Weeks Cover,Forecasted Values:
190,P2C,LONG-WHI-XXL,Long White Tee -  Size XXL (EACH),0,0,0,3,5,0,2,3,0,0,0,0,13,0.3,0,0.0,15
191,P2C,LS-SFTN-BLA-L,L/S STFN Logo Shirt Black Size L (EACH),8,0,3,2,2,2,7,6,0,0,0,0,30,0.6,0,0.0,24
192,P2C,LS-SFTN-BLA-M,L/S STFN Logo Shirt Black Size M (EACH),1,1,0,0,0,1,7,3,0,0,0,0,13,0.3,17,68.0,1
193,P2C,LS-SFTN-BLA-XL,L/S STFN Logo Shirt Black Size XL (EACH),4,1,2,1,0,2,4,7,0,0,0,0,21,0.4,2,5.0,6
194,P2C,LS-SFTN-BLA-XXL,L/S STFN Logo Shirt Black Size XXL (EACH),0,0,0,0,3,3,4,0,0,0,0,0,10,0.2,0,0.0,15
195,P2C,LS-SFTN-WHI-L,L/S STFN Logo Shirt White Size L (EACH),0,2,0,0,2,1,4,4,0,0,0,0,13,0.3,5,20.0,3
196,P2C,LS-SFTN-WHI-M,L/S STFN Logo Shirt White Size M (EACH),0,5,0,0,2,1,3,5,0,0,0,0,16,0.3,7,22.8,6
197,P2C,LS-SFTN-WHI-XL,L/S STFN Logo Shirt White Size XL (EACH),0,0,0,0,0,0,3,2,0,0,0,0,5,0.1,0,0.0,15
198,P2C,LS-SK-B-L,L/S Skullknife - Black Size LAR (EACH),0,0,0,0,0,0,0,0,0,11,11,4,26,0.5,0,0.0,15
199,P2C,LS-SK-B-M,L/S Skullknife - Black Size MED (EACH),0,0,0,0,0,0,0,0,0,0,3,6,9,0.2,0,0.0,15
200,P2C,LS-SK-B-S,L/S Skullknife - Black Size SMA (EACH),0,0,0,0,0,0,0,1,2,2,1,0,6,0.1,0,0.0,15
201,P2C,LS-SK-B-XL,L/S Skullknife - Black Size XL (EACH),0,0,0,0,0,0,0,0,0,0,7,7,14,0.3,0,0.0,15
202,P2C,LS-SK-B-XXL,L/S Skullknife - Black Size XXL (EACH),0,0,0,0,0,0,0,0,1,0,5,2,8,0.2,0,0.0,15
203,P2C,LS-WAVE-BLA-L,L/S Mavy Shirt Black Size L (EACH),1,17,15,3,3,8,4,6,0,0,0,0,57,1.1,0,0.0,1
204,P2C,LS-WAVE-BLA-M,L/S Mavy Shirt Black Size M (EACH),6,6,5,3,0,6,4,6,0,0,0,0,36,0.7,18,26.0,6
205,P2C,LS-WAVE-BLA-XL,L/S Mavy Shirt Black Size XL (EACH),0,10,6,5,2,0,2,7,0,0,0,0,32,0.6,0,0.0,0
206,P2C,LS-WAVE-BLA-XXL,L/S Mavy Shirt Black Size XXL (EACH),0,2,3,0,0,0,5,0,0,0,0,0,10,0.2,0,0.0,6
207,P2C,MOGLASSES,Moustache Sunglasses (EACH),0,0,5,0,1,0,0,0,0,0,0,0,6,0.1,0,0.0,15
208,P2C,MOPACK,Moustache Pack (EACH),0,9,14,0,1,0,0,0,0,0,0,0,24,0.5,0,0.0,27
209,P2C,NOKBLK-M,Nokia - Black Size M (EACH),4,3,3,2,0,5,4,2,1,0,0,0,24,0.5,2,4.3,9
210,P2C,P2C-CDC,P2C Cross Dock (EACH),0,7,0,0,13,4,6,1,8,5,0,0,44,0.8,0,0.0,21
211,P2C,S-NOKBLK-L,Nokia - Black Size L - Seconds (EACH),1,0,0,0,0,0,0,1,0,0,0,0,2,0.0,0,0.0,3
212,P2C,S-NOKBLK-M,Nokia - Black Size M - Seconds (EACH),1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,3
213,P2C,S-NOKWHI-L,Nokia - White Size L - Seconds (EACH),4,0,1,0,0,0,0,0,0,0,0,0,5,0.1,1,10.4,6
214,P2C,S-NOKWHI-M,Nokia - White Size M - Seconds (EACH),0,0,0,0,1,0,0,1,0,0,0,0,2,0.0,2,52.0,6
215,P2C,S-NOKWHI-XL,Nokia - White Size XL - Seconds (EACH),0,0,1,0,0,0,1,0,0,0,0,0,2,0.0,0,0.0,15
216,P2C,SCOOP-BLA-L,Tall Tee - Scoop Neck with Pocket - Black Size L (Each),8,22,0,0,0,0,3,8,2,3,14,2,62,1.2,8,6.7,8
217,P2C,SCOOP-BLA-M,Tall Tee - Scoop Neck with Pocket - Black Size M (Each),7,8,0,0,0,0,5,4,4,0,3,4,35,0.7,22,32.7,7
218,P2C,SCOOP-BLA-S,Tall Tee - Scoop Neck with Pocket - Black Size S (Each),0,0,0,0,1,4,1,1,1,1,0,1,10,0.2,1,5.2,3
219,P2C,SCOOP-BLA-XL,Tall Tee - Scoop Neck with Pocket - Black Size XL (Each),7,12,0,0,0,0,0,0,4,4,7,7,41,0.8,21,26.6,7
220,P2C,SCOOP-BLA-XXL,Tall Tee - Scoop Neck With Pocket - Black Size XXL (Each),18,14,0,0,0,0,0,0,0,0,0,0,32,0.6,9,14.6,18
221,P2C,SCOOP-GRA-L,Tall Tee - Scoop Neck with Pocket - Grey Size L (Each),3,8,0,0,0,0,0,0,0,0,6,0,17,0.3,27,82.6,3
222,P2C,SCOOP-GRA-M,Tall Tee - Scoop Neck with Pocket - Grey Size M (Each),4,5,0,0,0,0,0,0,0,0,0,0,9,0.2,32,184.9,4
223,P2C,SCOOP-GRA-S,Tall Tee - Scoop Neck with Pocket - Grey Size S (Each),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,15
224,P2C,SCOOP-GRA-XL,Tall Tee - Scoop Neck with Pocket - Grey Size XL (Each),4,5,0,0,0,0,0,0,0,0,0,0,9,0.2,28,161.8,4
225,P2C,SCOOP-GRA-XXL,Tall Tee - Scoop Neck With Pocket - Grey Size XXL (Each),9,7,0,0,0,0,0,0,0,1,2,0,19,0.4,3,8.2,24
226,P2C,SCOOP-MAR-L,Tall Tee - Scoop Neck With Pocket - Maroon Size L (Each),0,6,2,1,3,7,8,12,1,0,2,0,42,0.8,0,0.0,18
227,P2C,SCOOP-MAR-M,Tall Tee - Scoop Neck With Pocket - Maroon Size M (Each),0,0,0,0,0,5,5,10,0,0,0,1,21,0.4,0,0.0,15
228,P2C,SCOOP-MAR-S,Tall Tee - Scoop Neck With Pocket - Maroon Size S (Each),0,1,1,0,0,3,4,1,0,1,0,0,11,0.2,0,0.0,3
229,P2C,SCOOP-MAR-XL,Tall Tee - Scoop Neck With Pocket - Maroon Size XL (Each),1,0,0,2,2,2,3,1,1,3,5,0,20,0.4,0,0.0,3
230,P2C,SCOOP-MAR-XXL,Tall Tee - Scoop Neck With Pocket - Maroon Size XXL (Each),0,0,0,1,1,0,0,1,1,3,1,1,9,0.2,0,0.0,15
231,P2C,SCOOP-NAV-L,Tall Tee - Scoop Neck with Pocket - Navy Size L  (Each),4,6,0,1,1,2,4,11,1,2,3,0,35,0.7,0,0.0,15
232,P2C,SCOOP-NAV-M,Tall Tee - Scoop Neck with Pocket - Navy Size M (Each),1,5,0,0,0,1,4,7,1,0,2,0,21,0.4,1,2.5,9
233,P2C,SCOOP-NAV-S,Tall Tee - Scoop Neck with Pocket - Navy Size S (Each),0,2,0,0,0,2,2,1,0,0,0,0,7,0.1,3,22.3,3
234,P2C,SCOOP-NAV-XL,Tall Tee - Scoop Neck with Pocket - Navy Size Xl  (Each),0,0,0,1,5,1,5,3,2,1,2,0,20,0.4,0,0.0,15
235,P2C,SCOOP-NAV-XXL,Tall Tee - Scoop Neck with Pocket - Navy Size Xxl (Each),0,0,1,0,1,0,0,0,1,7,0,2,12,0.2,0,0.0,15
236,P2C,SCOOP-WHI-L,Tall Tee - Scoop Neck with Pocket - White Size L (Each),5,17,0,0,0,0,0,10,0,11,10,1,54,1.0,15,14.4,5
237,P2C,SCOOP-WHI-M,Tall Tee - Scoop Neck with Pocket - White Size M (Each),11,9,0,0,0,0,0,0,3,4,4,2,33,0.6,18,28.4,11
238,P2C,SCOOP-WHI-S,Tall Tee - Scoop Neck with Pocket - White Size S (Each),0,0,0,0,2,5,2,1,0,1,0,2,13,0.3,2,8.0,6
239,P2C,SCOOP-WHI-XL,Tall Tee - Scoop Neck with Pocket - White Size XL (Each),5,10,0,0,0,0,0,8,0,4,4,2,33,0.6,4,6.3,5
240,P2C,SCOOP-WHI-XXL,Tall Tee - Scoop Neck With Pocket - White Size XXL (Each),0,0,0,0,0,0,0,0,1,1,3,3,8,0.2,0,0.0,15
241,P2C,SCRATCH-L,Scratch Logo Tee -  Size L (EACH),9,17,0,0,0,0,1,2,0,1,0,0,30,0.6,0,0.0,9
242,P2C,SCRATCH-M,Scratch Logo Tee -  Size M (EACH),3,0,0,0,0,3,1,3,0,0,0,0,10,0.2,13,67.6,3
243,P2C,SCRATCH-S,Scratch Logo Tee -  Size S (EACH),1,2,0,0,1,0,0,1,0,0,0,0,5,0.1,0,0.0,3
244,P2C,SCRATCH-XL,Scratch Logo Tee -  Size XL (EACH),5,9,0,1,1,0,0,2,0,0,0,0,18,0.3,1,2.9,21
245,P2C,SCRATCH-XXL,Scratch Logo Tee -  Size XXL (EACH),0,10,1,1,1,0,1,1,0,0,0,0,15,0.3,0,0.0,0
246,P2C,SNAPBACK-BLK,Snapback - Black On Black (Each),3,13,3,3,8,8,9,7,4,5,4,4,71,1.4,0,0.0,3
247,P2C,SNAPBACK-GRY,Snapback - Grey & Black (Each),0,0,2,5,1,4,9,7,7,4,3,5,47,0.9,0,0.0,15
248,P2C,SNAPBACK-MAR,Snapback - Charcoal & Burgundy (Each),1,6,6,0,1,6,10,6,4,2,5,2,49,0.9,13,13.8,1
249,P2C,SNPBCK-GIR-UNDER,Snapback - AntiBrass Badge (Each),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,15
250,P2C,STICKER-SMALL,P2C Small sticker (Each),0,0,0,0,0,46,417,461,120,240,288,267,1839,35.4,0,0.0,15
251,P2C,STONEWASH-L,Stonewash - Size L (Each),0,0,0,0,0,0,0,0,0,17,24,14,55,1.1,165,156.0,0
252,P2C,STRIPE-HALF-L,Stripe Half Sleeve Size L (EACH),10,5,6,4,2,1,4,4,0,0,0,0,36,0.7,32,46.2,10
253,P2C,STRIPE-HALF-M,Stripe Half Sleeve Size M (EACH),3,3,2,4,0,1,4,7,0,0,0,0,24,0.5,27,58.5,3
254,P2C,STRIPE-HALF-S,Stripe Half Sleeve Size S (EACH),3,1,1,1,0,0,0,0,0,0,0,0,6,0.1,4,34.7,6
255,P2C,STRIPE-HALF-XL,Stripe Half Sleeve Size XL (EACH),11,3,3,1,0,0,3,4,0,0,0,0,25,0.5,6,12.5,11
256,P2C,STRIPE-HALF-XXL,Stripe Half Sleeve Size XxL (EACH),0,0,0,0,0,5,3,2,0,0,0,0,10,0.2,0,0.0,15
257,P2C,STRIPE-LONG-L,Stripe Long Sleeve Size L (EACH),0,3,3,0,0,2,4,4,0,0,0,0,16,0.3,20,65.0,0
258,P2C,STRIPE-LONG-M,Stripe Long Sleeve Size M (EACH),1,0,0,0,0,1,4,5,0,0,0,0,11,0.2,19,89.8,1
259,P2C,STRIPE-LONG-S,Stripe Long Sleeve Size S (EACH),0,0,2,1,0,0,1,1,0,0,0,0,5,0.1,0,0.0,15
260,P2C,STRIPE-LONG-XL,Stripe Long Sleeve Size XL (EACH),0,2,0,2,1,2,5,3,0,0,0,0,15,0.3,11,38.1,0
261,P2C,STRIPE-LONG-XXL,Stripe Long Sleeve Size XXL (EACH),0,0,0,0,0,0,4,2,0,0,0,0,6,0.1,0,0.0,15
262,P2C,STRPCUT-S,Stripecut Tall  Tee Black Size S (Each),0,4,0,0,0,0,1,2,0,0,0,0,7,0.1,0,0.0,12
263,P2C,SW499,Beer Bottle Poncho (EACH),0,6,14,0,6,2,6,1,0,1,0,1,37,0.7,33,46.4,0
264,P2C,TOK-BLA-L,Japanese - Black Size L  (EACH),5,7,18,0,0,0,0,0,0,0,0,0,30,0.6,29,50.3,5
265,P2C,TOK-BLA-M,Japanese - Black Size M (EACH),2,10,11,0,0,0,0,0,0,0,0,0,23,0.4,16,36.2,2
266,P2C,TOK-BLA-XL,Japanese - Black Size XL  (EACH),6,3,15,0,0,0,0,0,0,0,0,0,24,0.5,20,43.3,6
267,P2C,TOK-BLA-XXL,Japanese - Black Size XXL  (EACH),8,2,10,0,0,0,0,0,0,0,0,0,20,0.4,0,0.0,15
268,P2C,WIRE-CHA-L,Wire Frame Basic Tee L (EACH),4,1,2,0,0,0,0,0,0,0,0,0,7,0.1,2,14.9,6
269,P2C,WIRE-CHA-M,Wire Frame Basic Tee M (EACH),2,1,3,0,0,0,0,0,0,0,0,0,6,0.1,4,34.7,3
270,P2C,WIRE-CHA-XL,Wire Frame Basic Tee Xl (EACH),4,2,1,0,0,0,0,0,0,0,0,0,7,0.1,2,14.9,9
271,P2C,WMENSHAWLBLUE,Womens Shawl - Blue  (EACH),0,0,1,0,1,1,0,1,0,0,0,0,4,0.1,1,13.0,3
272,P2C,WMENSHAWLBROWN,Womens Shawl - Brown  (EACH),0,1,1,0,0,0,0,0,0,0,0,0,2,0.0,0,0.0,3
273,P2C,WMENSHAWLCOFFEE,Womens Shawl - Coffee  (EACH),0,0,0,0,1,0,1,1,0,0,0,0,3,0.1,0,0.0,15
274,P2C,WMENSHAWLDBLUE,Womens Shawl - Dark Blue  (EACH),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,,6
275,P2C,WMENSHAWLORANGE,Womens Shawl - Orange (EACH),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,15
276,P2C,WMENSHAWLRED,Womens Shawl - Red (EACH),0,0,0,1,0,0,0,0,0,1,0,0,2,0.0,1,26.0,3
277,P2C,WMENSHAWLVIOLET,Womens Shawl - Violet  (EACH),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,,6
278,P2C,WOOD-SUN,Wood - Sunglasses (EACH),58,117,50,0,0,0,0,0,0,0,0,0,225,4.3,50,11.6,211
